basket_id,customer_id,zone_code,ts_local,items,amount_aed,daypart,sample
B0002173,C00444,DXB-MOE,2025-12-06T22:00,2,52.0,evening,1
B0002174,C00330,DXB-MAR,2025-12-06T22:00,1,18.0,evening,1
B0002175,C01538,DXB-MAR,2025-12-06T23:00,1,26.0,evening,1
B0002176,C00733,DXB-MAR,2025-12-06T23:00,1,32.0,evening,1
B0002177,C01106,DXB-DEI,2025-12-07T06:00,1,18.0,morning,1
B0002178,C00347,DXB-MAR,2025-12-07T07:00,1,18.0,morning,1
B0002179,C01431,DXB-DEI,2025-12-07T07:00,1,32.0,morning,1
B0002180,C00802,DXB-DTN,2025-12-07T09:00,1,32.0,morning,1
B0002181,C00357,DXB-MAR,2025-12-07T09:00,3,78.0,morning,1
B0002182,C01852,DXB-DEI,2025-12-07T09:00,3,80.0,morning,1
B0002183,C00435,DXB-MOE,2025-12-07T12:00,1,18.0,midday,1
B0002184,C00262,DXB-MOE,2025-12-07T14:00,1,26.0,midday,1
B0002185,C01882,DXB-MOE,2025-12-07T14:00,1,18.0,midday,1
B0002186,C02132,DXB-DEI,2025-12-07T15:00,1,24.0,midday,1
B0002187,C01440,DXB-MOE,2025-12-07T16:00,1,24.0,midday,1
B0002188,C01862,DXB-MOE,2025-12-07T16:00,1,18.0,midday,1
B0002189,C00314,DXB-DEI,2025-12-07T16:00,1,26.0,midday,1
B0002190,C00432,DXB-DTN,2025-12-07T17:00,1,32.0,evening,1
B0002191,C02286,DXB-DTN,2025-12-07T18:00,2,58.0,evening,1
B0002192,C01939,DXB-MOE,2025-12-07T18:00,1,24.0,evening,1
B0002193,C01114,DXB-MAR,2025-12-07T18:00,2,42.0,evening,1
B0002194,C01126,DXB-MOE,2025-12-07T19:00,2,48.0,evening,1
B0002195,C01152,DXB-DTN,2025-12-07T20:00,3,88.0,evening,1
B0002196,C02218,DXB-DTN,2025-12-07T20:00,2,58.0,evening,1
B0002197,C01413,DXB-DTN,2025-12-07T21:00,2,50.0,evening,1
B0002198,C02224,DXB-MAR,2025-12-07T21:00,2,56.0,evening,1
B0002199,C01491,DXB-MAR,2025-12-07T21:00,1,32.0,evening,1
B0002200,C00488,DXB-MAR,2025-12-07T22:00,1,32.0,evening,1
B0002201,C01213,DXB-MAR,2025-12-07T22:00,1,32.0,evening,1
B0002202,C01117,DXB-MAR,2025-12-07T23:00,1,24.0,evening,1
B0002203,C00439,DXB-DEI,2025-12-08T06:00,1,32.0,morning,1
B0002204,C01855,DXB-MAR,2025-12-08T07:00,1,32.0,morning,1
B0002205,C01592,DXB-DEI,2025-12-08T07:00,2,44.0,morning,1
B0002206,C00344,DXB-MOE,2025-12-08T09:00,2,42.0,morning,1
B0002207,C01722,DXB-MAR,2025-12-08T10:00,1,24.0,morning,1
B0002208,C00855,DXB-MOE,2025-12-08T11:00,1,26.0,midday,1
B0002209,C00248,DXB-DTN,2025-12-08T15:00,1,32.0,midday,1
B0002210,C01422,DXB-MAR,2025-12-08T17:00,2,50.0,evening,1
B0002211,C00598,DXB-DTN,2025-12-08T18:00,1,32.0,evening,1
B0002212,C01784,DXB-DEI,2025-12-08T18:00,1,26.0,evening,1
B0002213,C00226,DXB-MOE,2025-12-08T19:00,2,58.0,evening,1
B0002214,C01409,DXB-MOE,2025-12-08T19:00,2,52.0,evening,1
B0002215,C00921,DXB-MAR,2025-12-08T19:00,2,44.0,evening,1
B0002216,C01761,DXB-DEI,2025-12-08T19:00,1,32.0,evening,1
B0002217,C00495,DXB-DTN,2025-12-08T20:00,2,56.0,evening,1
B0002218,C01353,DXB-DTN,2025-12-08T20:00,2,50.0,evening,1
B0002219,C01230,DXB-MOE,2025-12-08T21:00,3,72.0,evening,1
B0002220,C00262,DXB-MAR,2025-12-08T21:00,3,66.0,evening,1
B0002221,C01291,DXB-MAR,2025-12-08T22:00,1,24.0,evening,1
B0002222,C00540,DXB-MAR,2025-12-08T22:00,1,26.0,evening,1
B0002223,C00215,DXB-DTN,2025-12-09T07:00,2,50.0,morning,1
B0002224,C00538,DXB-MAR,2025-12-09T08:00,3,66.0,morning,1
B0002225,C01337,DXB-DEI,2025-12-09T08:00,1,18.0,morning,1
B0002226,C00109,DXB-DEI,2025-12-09T08:00,1,26.0,morning,1
B0002227,C02308,DXB-DTN,2025-12-09T09:00,2,64.0,morning,1
B0002228,C00201,DXB-DTN,2025-12-09T10:00,1,26.0,morning,1
B0002229,C00256,DXB-DTN,2025-12-09T12:00,1,26.0,midday,1
B0002230,C01190,DXB-DTN,2025-12-09T14:00,2,48.0,midday,1
B0002231,C01032,DXB-MOE,2025-12-09T16:00,1,26.0,midday,1
B0002232,C01069,DXB-MAR,2025-12-09T16:00,1,18.0,midday,1
B0002233,C00264,DXB-DEI,2025-12-09T16:00,2,56.0,midday,1
B0002234,C00495,DXB-MAR,2025-12-09T17:00,3,68.0,evening,1
B0002235,C01101,DXB-DTN,2025-12-09T18:00,1,18.0,evening,1
B0002236,C01994,DXB-MAR,2025-12-09T18:00,2,50.0,evening,1
B0002237,C01898,DXB-DTN,2025-12-09T19:00,3,76.0,evening,1
B0002238,C00908,DXB-DTN,2025-12-09T20:00,3,90.0,evening,1
B0002239,C01337,DXB-DTN,2025-12-09T20:00,1,32.0,evening,1
B0002240,C00423,DXB-MOE,2025-12-09T20:00,1,24.0,evening,1
B0002241,C02303,DXB-MOE,2025-12-09T20:00,2,36.0,evening,1
B0002242,C00110,DXB-MOE,2025-12-09T20:00,5,124.0,evening,1
B0002243,C00544,DXB-MOE,2025-12-09T21:00,1,18.0,evening,1
B0002244,C01440,DXB-MAR,2025-12-09T21:00,1,26.0,evening,1
B0002245,C02251,DXB-MOE,2025-12-09T22:00,1,24.0,evening,1
B0002246,C01833,DXB-MAR,2025-12-09T22:00,2,58.0,evening,1
B0002247,C00790,DXB-MAR,2025-12-09T22:00,1,32.0,evening,1
B0002248,C01881,DXB-DTN,2025-12-10T07:00,2,36.0,morning,1
B0002249,C00257,DXB-DEI,2025-12-10T07:00,2,58.0,morning,1
B0002250,C01563,DXB-DTN,2025-12-10T08:00,2,50.0,morning,1
B0002251,C01093,DXB-MOE,2025-12-10T08:00,2,42.0,morning,1
B0002252,C01783,DXB-DEI,2025-12-10T08:00,3,76.0,morning,1
B0002253,C01346,DXB-MAR,2025-12-10T09:00,3,82.0,morning,1
B0002254,C00009,DXB-MAR,2025-12-10T09:00,1,26.0,morning,1
B0002255,C00036,DXB-DEI,2025-12-10T09:00,1,24.0,morning,1
B0002256,C01888,DXB-MOE,2025-12-10T10:00,4,92.0,morning,1
B0002257,C01349,DXB-DTN,2025-12-10T11:00,1,24.0,midday,1
B0002258,C01643,DXB-MOE,2025-12-10T11:00,2,52.0,midday,1
B0002259,C00144,DXB-MOE,2025-12-10T13:00,1,26.0,midday,1
B0002260,C00239,DXB-MOE,2025-12-10T14:00,2,42.0,midday,1
B0002261,C00520,DXB-DTN,2025-12-10T15:00,2,48.0,midday,1
B0002262,C01620,DXB-DEI,2025-12-10T15:00,1,18.0,midday,1
B0002263,C01337,DXB-MOE,2025-12-10T16:00,1,32.0,midday,1
B0002264,C01249,DXB-DEI,2025-12-10T16:00,2,42.0,midday,1
B0002265,C00659,DXB-MOE,2025-12-10T17:00,2,50.0,evening,1
B0002266,C00084,DXB-DEI,2025-12-10T17:00,1,18.0,evening,1
B0002267,C00276,DXB-MAR,2025-12-10T18:00,3,82.0,evening,1
B0002268,C02083,DXB-MOE,2025-12-10T19:00,1,26.0,evening,1
B0002269,C00871,DXB-DTN,2025-12-10T20:00,1,26.0,evening,1
B0002270,C02317,DXB-MAR,2025-12-10T20:00,2,50.0,evening,1
B0002271,C01176,DXB-MAR,2025-12-10T20:00,4,120.0,evening,1
B0002272,C00059,DXB-DTN,2025-12-10T21:00,3,82.0,evening,1
B0002273,C01198,DXB-DEI,2025-12-10T21:00,2,50.0,evening,1
B0002274,C01970,DXB-DTN,2025-12-10T22:00,1,24.0,evening,1
B0002275,C00084,DXB-DTN,2025-12-10T22:00,1,32.0,evening,1
B0002276,C02082,DXB-DTN,2025-12-10T22:00,1,24.0,evening,1
B0002277,C01337,DXB-MAR,2025-12-10T22:00,2,50.0,evening,1
B0002278,C01907,DXB-DTN,2025-12-11T07:00,1,26.0,morning,1
B0002279,C01353,DXB-DTN,2025-12-11T08:00,1,32.0,morning,1
B0002280,C00624,DXB-MOE,2025-12-11T08:00,3,84.0,morning,1
B0002281,C00810,DXB-DEI,2025-12-11T08:00,1,32.0,morning,1
B0002282,C00652,DXB-DTN,2025-12-11T09:00,1,32.0,morning,1
B0002283,C01322,DXB-DTN,2025-12-11T09:00,1,24.0,morning,1
B0002284,C02280,DXB-MOE,2025-12-11T09:00,2,50.0,morning,1
B0002285,C01289,DXB-DEI,2025-12-11T09:00,3,54.0,morning,1
B0002286,C01189,DXB-DTN,2025-12-11T10:00,2,50.0,morning,1
B0002287,C01922,DXB-MAR,2025-12-11T10:00,1,18.0,morning,1
B0002288,C00452,DXB-DTN,2025-12-11T11:00,2,50.0,midday,1
B0002289,C00626,DXB-MOE,2025-12-11T11:00,1,24.0,midday,1
B0002290,C00922,DXB-DTN,2025-12-11T12:00,2,58.0,midday,1
B0002291,C01349,DXB-MOE,2025-12-11T15:00,1,32.0,midday,1
B0002292,C00139,DXB-MOE,2025-12-11T16:00,3,90.0,midday,1
B0002293,C02388,DXB-MOE,2025-12-11T16:00,1,24.0,midday,1
B0002294,C02239,DXB-MOE,2025-12-11T17:00,2,50.0,evening,1
B0002295,C00290,DXB-DTN,2025-12-11T18:00,2,56.0,evening,1
B0002296,C00495,DXB-MOE,2025-12-11T18:00,3,70.0,evening,1
B0002297,C01802,DXB-DEI,2025-12-11T19:00,4,106.0,evening,1
B0002298,C01287,DXB-MOE,2025-12-11T20:00,2,50.0,evening,1
B0002299,C00757,DXB-MAR,2025-12-11T20:00,1,18.0,evening,1
B0002300,C00283,DXB-MAR,2025-12-11T20:00,1,24.0,evening,1
B0002301,C01223,DXB-MAR,2025-12-11T20:00,2,50.0,evening,1
B0002302,C02301,DXB-MAR,2025-12-11T20:00,1,26.0,evening,1
B0002303,C01465,DXB-MOE,2025-12-11T21:00,1,24.0,evening,1
B0002304,C02357,DXB-MAR,2025-12-11T21:00,1,32.0,evening,1
B0002305,C01657,DXB-MAR,2025-12-11T22:00,2,64.0,evening,1
B0002306,C00811,DXB-DEI,2025-12-12T06:00,3,90.0,morning,1
B0002307,C01043,DXB-DTN,2025-12-12T07:00,1,24.0,morning,1
B0002308,C01984,DXB-DEI,2025-12-12T07:00,2,50.0,morning,1
B0002309,C02058,DXB-DEI,2025-12-12T07:00,2,52.0,morning,1
B0002310,C00810,DXB-DEI,2025-12-12T07:00,3,78.0,morning,1
B0002311,C01861,DXB-DTN,2025-12-12T08:00,1,18.0,morning,1
B0002312,C00264,DXB-DTN,2025-12-12T08:00,3,76.0,morning,1
B0002313,C00928,DXB-MOE,2025-12-12T08:00,1,24.0,morning,1
B0002314,C00354,DXB-DEI,2025-12-12T08:00,1,18.0,morning,1
B0002315,C00275,DXB-MAR,2025-12-12T09:00,1,24.0,morning,1
B0002316,C02392,DXB-MAR,2025-12-12T09:00,1,24.0,morning,1
B0002317,C00269,DXB-MAR,2025-12-12T10:00,1,18.0,morning,1
B0002318,C01287,DXB-DEI,2025-12-12T11:00,2,56.0,midday,1
B0002319,C01119,DXB-MOE,2025-12-12T12:00,1,32.0,midday,1
B0002320,C02104,DXB-MOE,2025-12-12T12:00,2,58.0,midday,1
B0002321,C01287,DXB-MAR,2025-12-12T12:00,3,76.0,midday,1
B0002322,C01736,DXB-MOE,2025-12-12T13:00,1,24.0,midday,1
B0002323,C00754,DXB-MOE,2025-12-12T13:00,1,32.0,midday,1
B0002324,C01760,DXB-DTN,2025-12-12T14:00,3,82.0,midday,1
B0002325,C02323,DXB-DTN,2025-12-12T14:00,1,32.0,midday,1
B0002326,C01612,DXB-MOE,2025-12-12T14:00,2,36.0,midday,1
B0002327,C01802,DXB-MAR,2025-12-12T15:00,1,24.0,midday,1
B0002328,C00379,DXB-DTN,2025-12-12T16:00,1,32.0,midday,1
B0002329,C01962,DXB-MOE,2025-12-12T16:00,1,26.0,midday,1
B0002330,C01182,DXB-DTN,2025-12-12T17:00,3,62.0,evening,1
B0002331,C01432,DXB-DTN,2025-12-12T17:00,1,18.0,evening,1
B0002332,C00995,DXB-MOE,2025-12-12T17:00,2,56.0,evening,1
B0002333,C00495,DXB-MOE,2025-12-12T17:00,2,44.0,evening,1
B0002334,C02018,DXB-DTN,2025-12-12T18:00,2,48.0,evening,1
B0002335,C00858,DXB-MAR,2025-12-12T19:00,2,56.0,evening,1
B0002336,C02069,DXB-MOE,2025-12-12T20:00,3,74.0,evening,1
B0002337,C01865,DXB-MAR,2025-12-12T21:00,1,18.0,evening,1
B0002338,C00592,DXB-MAR,2025-12-12T22:00,3,68.0,evening,1
B0002339,C01411,DXB-DEI,2025-12-13T06:00,3,60.0,morning,1
B0002340,C01490,DXB-DTN,2025-12-13T07:00,2,42.0,morning,1
B0002341,C00582,DXB-DTN,2025-12-13T09:00,1,18.0,morning,1
B0002342,C02202,DXB-MAR,2025-12-13T09:00,1,24.0,morning,1
B0002343,C01364,DXB-DEI,2025-12-13T09:00,1,18.0,morning,1
B0002344,C01074,DXB-MOE,2025-12-13T10:00,3,66.0,morning,1
B0002345,C00881,DXB-MOE,2025-12-13T10:00,1,32.0,morning,1
B0002346,C01953,DXB-MAR,2025-12-13T10:00,2,44.0,morning,1
B0002347,C00083,DXB-MAR,2025-12-13T11:00,2,52.0,midday,1
B0002348,C01253,DXB-DTN,2025-12-13T13:00,1,18.0,midday,1
B0002349,C01942,DXB-MOE,2025-12-13T13:00,1,18.0,midday,1
B0002350,C01005,DXB-MOE,2025-12-13T13:00,1,24.0,midday,1
B0002351,C00565,DXB-DTN,2025-12-13T14:00,1,32.0,midday,1
B0002352,C01087,DXB-MOE,2025-12-13T14:00,1,18.0,midday,1
B0002353,C01852,DXB-MOE,2025-12-13T14:00,1,24.0,midday,1
B0002354,C00543,DXB-MOE,2025-12-13T15:00,3,76.0,midday,1
B0002355,C02190,DXB-MAR,2025-12-13T15:00,1,18.0,midday,1
B0002356,C00762,DXB-DTN,2025-12-13T16:00,1,26.0,midday,1
B0002357,C00607,DXB-DTN,2025-12-13T16:00,1,26.0,midday,1
B0002358,C00701,DXB-DTN,2025-12-13T17:00,1,32.0,evening,1
B0002359,C00733,DXB-DTN,2025-12-13T17:00,1,32.0,evening,1
B0002360,C02343,DXB-MOE,2025-12-13T18:00,2,50.0,evening,1
B0002361,C00342,DXB-MAR,2025-12-13T18:00,1,18.0,evening,1
B0002362,C01063,DXB-MOE,2025-12-13T19:00,1,32.0,evening,1
B0002363,C01911,DXB-DTN,2025-12-13T21:00,2,50.0,evening,1
B0002364,C00962,DXB-MAR,2025-12-13T21:00,4,92.0,evening,1
B0002365,C01469,DXB-MAR,2025-12-13T21:00,2,52.0,evening,1
B0002366,C01890,DXB-MAR,2025-12-13T21:00,2,64.0,evening,1
B0002367,C00540,DXB-DEI,2025-12-13T21:00,1,18.0,evening,1
B0002368,C01422,DXB-DEI,2025-12-13T21:00,2,58.0,evening,1
B0002369,C01801,DXB-DTN,2025-12-13T22:00,1,18.0,evening,1
B0002370,C01951,DXB-MAR,2025-12-13T22:00,2,64.0,evening,1
B0002371,C00470,DXB-MAR,2025-12-13T22:00,2,50.0,evening,1
B0002372,C02142,DXB-DEI,2025-12-14T06:00,1,26.0,morning,1
B0002373,C00501,DXB-DEI,2025-12-14T06:00,1,18.0,morning,1
B0002374,C00211,DXB-DEI,2025-12-14T06:00,1,32.0,morning,1
B0002375,C00857,DXB-DEI,2025-12-14T07:00,1,24.0,morning,1
B0002376,C00557,DXB-DTN,2025-12-14T08:00,1,24.0,morning,1
B0002377,C00637,DXB-MOE,2025-12-14T08:00,1,18.0,morning,1
B0002378,C00377,DXB-MAR,2025-12-14T08:00,1,26.0,morning,1
B0002379,C02076,DXB-MOE,2025-12-14T09:00,2,56.0,morning,1
B0002380,C00199,DXB-DEI,2025-12-14T09:00,3,68.0,morning,1
B0002381,C01505,DXB-DTN,2025-12-14T10:00,2,58.0,morning,1
B0002382,C01862,DXB-DTN,2025-12-14T10:00,2,42.0,morning,1
B0002383,C02278,DXB-MOE,2025-12-14T10:00,2,50.0,morning,1
B0002384,C01231,DXB-MAR,2025-12-14T10:00,1,18.0,morning,1
B0002385,C00739,DXB-DEI,2025-12-14T11:00,2,50.0,midday,1
B0002386,C01861,DXB-MAR,2025-12-14T12:00,1,32.0,midday,1
B0002387,C01127,DXB-MOE,2025-12-14T15:00,1,32.0,midday,1
B0002388,C01480,DXB-MOE,2025-12-14T16:00,1,26.0,midday,1
B0002389,C00132,DXB-DTN,2025-12-14T18:00,3,74.0,evening,1
B0002390,C00614,DXB-MAR,2025-12-14T18:00,2,42.0,evening,1
B0002391,C01551,DXB-DEI,2025-12-14T18:00,3,82.0,evening,1
B0002392,C01519,DXB-DTN,2025-12-14T19:00,3,68.0,evening,1
B0002393,C01189,DXB-MAR,2025-12-14T19:00,1,32.0,evening,1
B0002394,C02299,DXB-DTN,2025-12-14T20:00,2,58.0,evening,1
B0002395,C00997,DXB-MAR,2025-12-14T21:00,2,64.0,evening,1
B0002396,C01991,DXB-MOE,2025-12-14T22:00,1,24.0,evening,1
B0002397,C01376,DXB-DEI,2025-12-15T06:00,1,18.0,morning,1
B0002398,C00334,DXB-DTN,2025-12-15T08:00,2,44.0,morning,1
B0002399,C01516,DXB-DEI,2025-12-15T08:00,3,76.0,morning,1
B0002400,C00983,DXB-DTN,2025-12-15T09:00,1,32.0,morning,1
B0002401,C01337,DXB-MOE,2025-12-15T09:00,2,48.0,morning,1
B0002402,C02086,DXB-MAR,2025-12-15T09:00,1,26.0,morning,1
B0002403,C01863,DXB-DTN,2025-12-15T10:00,2,42.0,morning,1
B0002404,C01696,DXB-MOE,2025-12-15T12:00,3,70.0,midday,1
B0002405,C00126,DXB-DTN,2025-12-15T13:00,1,32.0,midday,1
B0002406,C00111,DXB-MAR,2025-12-15T13:00,1,24.0,midday,1
B0002407,C00358,DXB-DTN,2025-12-15T16:00,3,82.0,midday,1
B0002408,C01657,DXB-DTN,2025-12-15T18:00,3,68.0,evening,1
B0002409,C01773,DXB-MAR,2025-12-15T18:00,1,24.0,evening,1
B0002410,C01354,DXB-DTN,2025-12-15T19:00,4,120.0,evening,1
B0002411,C01994,DXB-MOE,2025-12-15T19:00,2,36.0,evening,1
B0002412,C01675,DXB-DEI,2025-12-15T19:00,1,32.0,evening,1
B0002413,C00359,DXB-MAR,2025-12-15T20:00,1,26.0,evening,1
B0002414,C02110,DXB-MAR,2025-12-15T23:00,1,32.0,evening,1
B0002415,C00275,DXB-MAR,2025-12-16T07:00,1,26.0,morning,1
B0002416,C00841,DXB-DEI,2025-12-16T07:00,2,50.0,morning,1
B0002417,C00658,DXB-DTN,2025-12-16T08:00,2,36.0,morning,1
B0002418,C02095,DXB-DTN,2025-12-16T09:00,1,26.0,morning,1
B0002419,C01863,DXB-DEI,2025-12-16T09:00,1,24.0,morning,1
B0002420,C02167,DXB-MAR,2025-12-16T10:00,2,64.0,morning,1
B0002421,C02159,DXB-DEI,2025-12-16T10:00,3,90.0,morning,1
B0002422,C00229,DXB-MOE,2025-12-16T11:00,1,24.0,midday,1
B0002423,C00547,DXB-MOE,2025-12-16T14:00,3,76.0,midday,1
B0002424,C02088,DXB-MAR,2025-12-16T14:00,1,26.0,midday,1
B0002425,C00469,DXB-DTN,2025-12-16T16:00,1,18.0,midday,1
B0002426,C01016,DXB-MOE,2025-12-16T16:00,2,36.0,midday,1
B0002427,C01592,DXB-MOE,2025-12-16T17:00,1,24.0,evening,1
B0002428,C01050,DXB-DTN,2025-12-16T18:00,2,48.0,evening,1
B0002429,C01653,DXB-DEI,2025-12-16T18:00,1,24.0,evening,1
B0002430,C00915,DXB-DTN,2025-12-16T19:00,1,32.0,evening,1
B0002431,C00659,DXB-MOE,2025-12-16T19:00,3,68.0,evening,1
B0002432,C01862,DXB-MAR,2025-12-16T19:00,1,26.0,evening,1
B0002433,C02340,DXB-MAR,2025-12-16T19:00,1,32.0,evening,1
B0002434,C00242,DXB-DEI,2025-12-16T19:00,2,56.0,evening,1
B0002435,C00640,DXB-DTN,2025-12-16T20:00,1,24.0,evening,1
B0002436,C01758,DXB-MAR,2025-12-16T20:00,1,26.0,evening,1
B0002437,C01512,DXB-MAR,2025-12-16T20:00,1,24.0,evening,1
B0002438,C00922,DXB-DTN,2025-12-16T21:00,3,76.0,evening,1
B0002439,C01122,DXB-MOE,2025-12-16T21:00,3,60.0,evening,1
B0002440,C00342,DXB-MOE,2025-12-16T22:00,3,82.0,evening,1
B0002441,C02015,DXB-MAR,2025-12-16T22:00,1,24.0,evening,1
B0002442,C01060,DXB-MAR,2025-12-16T23:00,1,26.0,evening,1
B0002443,C02309,DXB-DTN,2025-12-17T08:00,3,74.0,morning,1
B0002444,C00742,DXB-DTN,2025-12-17T08:00,4,96.0,morning,1
B0002445,C00737,DXB-MOE,2025-12-17T08:00,1,26.0,morning,1
B0002446,C00137,DXB-MAR,2025-12-17T08:00,3,60.0,morning,1
B0002447,C01132,DXB-DTN,2025-12-17T09:00,1,32.0,morning,1
B0002448,C01770,DXB-MAR,2025-12-17T09:00,3,76.0,morning,1
B0002449,C01889,DXB-DEI,2025-12-17T09:00,3,74.0,morning,1
B0002450,C00223,DXB-DEI,2025-12-17T09:00,1,18.0,morning,1
B0002451,C02248,DXB-MAR,2025-12-17T10:00,1,18.0,morning,1
B0002452,C00787,DXB-DTN,2025-12-17T11:00,1,18.0,midday,1
B0002453,C01422,DXB-MOE,2025-12-17T11:00,1,32.0,midday,1
B0002454,C01187,DXB-MOE,2025-12-17T11:00,1,24.0,midday,1
B0002455,C00608,DXB-MOE,2025-12-17T12:00,2,42.0,midday,1
B0002456,C00495,DXB-MOE,2025-12-17T12:00,2,50.0,midday,1
B0002457,C01817,DXB-MOE,2025-12-17T13:00,1,18.0,midday,1
B0002458,C02362,DXB-MOE,2025-12-17T15:00,1,18.0,midday,1
B0002459,C02332,DXB-MAR,2025-12-17T15:00,2,56.0,midday,1
B0002460,C00873,DXB-MOE,2025-12-17T16:00,2,50.0,midday,1
B0002461,C00505,DXB-MOE,2025-12-17T16:00,1,26.0,midday,1
B0002462,C00358,DXB-MOE,2025-12-17T17:00,1,32.0,evening,1
B0002463,C00077,DXB-DEI,2025-12-17T17:00,1,18.0,evening,1
B0002464,C01968,DXB-DTN,2025-12-17T18:00,1,24.0,evening,1
B0002465,C00346,DXB-MOE,2025-12-17T18:00,1,26.0,evening,1
B0002466,C01898,DXB-MOE,2025-12-17T18:00,1,26.0,evening,1
B0002467,C00288,DXB-DEI,2025-12-17T18:00,1,26.0,evening,1
B0002468,C01831,DXB-DTN,2025-12-17T19:00,1,24.0,evening,1
B0002469,C00135,DXB-MAR,2025-12-17T19:00,1,24.0,evening,1
B0002470,C01657,DXB-MOE,2025-12-17T20:00,1,18.0,evening,1
B0002471,C02202,DXB-MOE,2025-12-17T20:00,1,26.0,evening,1
B0002472,C00256,DXB-MAR,2025-12-17T20:00,2,44.0,evening,1
B0002473,C00495,DXB-MOE,2025-12-17T21:00,1,18.0,evening,1
B0002474,C01337,DXB-MOE,2025-12-17T21:00,1,26.0,evening,1
B0002475,C00582,DXB-MAR,2025-12-17T21:00,1,32.0,evening,1
B0002476,C00149,DXB-DEI,2025-12-17T21:00,1,26.0,evening,1
B0002477,C01491,DXB-DTN,2025-12-17T22:00,2,44.0,evening,1
B0002478,C00165,DXB-MAR,2025-12-17T22:00,3,68.0,evening,1
B0002479,C01824,DXB-MAR,2025-12-17T22:00,1,18.0,evening,1
B0002480,C01517,DXB-DEI,2025-12-18T06:00,1,24.0,morning,1
B0002481,C01669,DXB-DEI,2025-12-18T07:00,1,24.0,morning,1
B0002482,C01865,DXB-DEI,2025-12-18T07:00,1,24.0,morning,1
B0002483,C01313,DXB-DEI,2025-12-18T08:00,2,50.0,morning,1
B0002484,C00016,DXB-MAR,2025-12-18T09:00,1,32.0,morning,1
B0002485,C02249,DXB-MAR,2025-12-18T09:00,2,44.0,morning,1
B0002486,C01528,DXB-MAR,2025-12-18T09:00,4,116.0,morning,1
B0002487,C00739,DXB-DTN,2025-12-18T10:00,2,42.0,morning,1
B0002488,C01792,DXB-MOE,2025-12-18T10:00,2,36.0,morning,1
B0002489,C02259,DXB-DTN,2025-12-18T11:00,3,78.0,midday,1
B0002490,C02077,DXB-MOE,2025-12-18T11:00,1,18.0,midday,1
B0002491,C02012,DXB-MOE,2025-12-18T11:00,2,42.0,midday,1
B0002492,C00403,DXB-DEI,2025-12-18T13:00,2,56.0,midday,1
B0002493,C01337,DXB-MOE,2025-12-18T14:00,1,26.0,midday,1
B0002494,C00771,DXB-MAR,2025-12-18T15:00,1,18.0,midday,1
B0002495,C00147,DXB-MOE,2025-12-18T16:00,1,18.0,midday,1
B0002496,C00510,DXB-DEI,2025-12-18T16:00,2,50.0,midday,1
B0002497,C01350,DXB-DEI,2025-12-18T17:00,2,44.0,evening,1
B0002498,C01890,DXB-MOE,2025-12-18T18:00,1,26.0,evening,1
B0002499,C01149,DXB-MAR,2025-12-18T18:00,3,74.0,evening,1
B0002500,C00726,DXB-MAR,2025-12-18T19:00,1,24.0,evening,1
B0002501,C02343,DXB-DTN,2025-12-18T20:00,2,36.0,evening,1
B0002502,C00692,DXB-DTN,2025-12-18T20:00,2,56.0,evening,1
B0002503,C01862,DXB-DTN,2025-12-18T21:00,3,90.0,evening,1
B0002504,C00354,DXB-MOE,2025-12-18T21:00,1,32.0,evening,1
B0002505,C00795,DXB-MOE,2025-12-18T21:00,2,50.0,evening,1
B0002506,C01653,DXB-MAR,2025-12-18T21:00,2,36.0,evening,1
B0002507,C00495,DXB-MOE,2025-12-18T22:00,1,26.0,evening,1
B0002508,C02152,DXB-MAR,2025-12-18T22:00,1,24.0,evening,1
B0002509,C01014,DXB-MAR,2025-12-18T22:00,1,24.0,evening,1
B0002510,C01064,DXB-DEI,2025-12-19T07:00,1,26.0,morning,1
B0002511,C00973,DXB-DEI,2025-12-19T07:00,3,76.0,morning,1
B0002512,C01862,DXB-DEI,2025-12-19T07:00,1,26.0,morning,1
B0002513,C00436,DXB-DTN,2025-12-19T09:00,4,112.0,morning,1
B0002514,C02066,DXB-DTN,2025-12-19T09:00,1,18.0,morning,1
B0002515,C01063,DXB-DEI,2025-12-19T09:00,1,18.0,morning,1
B0002516,C01420,DXB-MAR,2025-12-19T10:00,3,68.0,morning,1
B0002517,C01337,DXB-DTN,2025-12-19T11:00,3,66.0,midday,1
B0002518,C01192,DXB-MOE,2025-12-19T12:00,2,50.0,midday,1
B0002519,C00241,DXB-DTN,2025-12-19T14:00,1,32.0,midday,1
B0002520,C00320,DXB-MOE,2025-12-19T14:00,1,24.0,midday,1
B0002521,C01890,DXB-MOE,2025-12-19T15:00,2,36.0,midday,1
B0002522,C01516,DXB-MOE,2025-12-19T16:00,1,18.0,midday,1
B0002523,C01127,DXB-DEI,2025-12-19T16:00,2,50.0,midday,1
B0002524,C01573,DXB-MOE,2025-12-19T17:00,2,44.0,evening,1
B0002525,C00795,DXB-MAR,2025-12-19T17:00,3,68.0,evening,1
B0002526,C00299,DXB-MAR,2025-12-19T17:00,3,76.0,evening,1
B0002527,C00444,DXB-MOE,2025-12-19T19:00,3,60.0,evening,1
B0002528,C00523,DXB-MAR,2025-12-19T20:00,1,26.0,evening,1
B0002529,C00495,DXB-MAR,2025-12-19T20:00,2,64.0,evening,1
B0002530,C01299,DXB-MAR,2025-12-19T21:00,1,32.0,evening,1
